Patient_ID	GRB2	HRAS	ITCH	JUN	KRAS	LATS1	LATS2	LIMK1	LIMK2	MAP2K1	MAP2K2	MAPK1	MAPK3	MP	MYC	Metastasis	Microtubule_polimerization	NFE2L2	NR4A3	NRAS	Neuron_migration	mTORC1	mTORC2	PI3K	TSC	SOS1	SPART	SRC	STMN1	SYN1	TTL	Tubulin	WWP1	WWTR1	YAP1	YES1	ERBB2	ERBB3	ERBB4	FOXO	FUS	F_actin_dynamics	GIT1	GNA13	PAK1	PAK2	PAK3	PAK4	PDPK1	PLCG1	PPP1R12A	PPP1R12B	PRKACA	PRKCA	PRKCB	PRKCG	PRKCZ	PTEN	PTK2B	PTPN11	Proliferation	Protein_synthesis	RAC1	RAF1	RHEB	RHOA	ROCK1	ROCK2	RPS6KA1	SHC1	SIRT1	SNAI1	AKT1	AKT2	AKT3	AMOTL2	ARAF	ARHGEF1	ARHGEF11	ARHGEF12	ARHGEF6	ATF2	Actin_cytoskeleton_reorganization	Apoptosis	BAD	BCL2	BCL2L1	BRAF	CDC25B	CDC42	CDC42BPA	CDK1	CFL1	CFL2	CREB1	CTNNB1	CTTN	Cell_migration	DEPTOR	EGFR	EIF4E	EIF4EBP1	EPHA2
synth_77_Group_3	0.9985	0.0	0.167	0.0793	0.0	0.9799	0.031234	0.98038	0.9811	0.0	0.9949	0.999	0.999098	0.028957	0.46309	0.994175	0.0003	0.972899	0.9993	0.0	0.0003	0.443103	0.105286	0.0	0.0005	0.0	0.0013	0.0	0.0002	0.0	0.9998	0.0003	0.0013	0.0174	0.025836	0.887391	0.8973	0.914	0.0	0.0007	0.0	0.007419	0.745437	0.9726	0.0	0.622068	0.0	0.0	0.989601	0.684102	0.0022	0.0272	0.0	0.025049	0.946441	0.989474	0.971561	0.0	0.0	0.0	0.993808	0.372024	0.707911	0.0	0.68883	0.9726	0.9898	0.9708	0.9991	0.902604	0.9997	0.270125	0.0	0.0	0.97246	0.0002	0.0006	0.045207	0.9726	0.671631	0.608608	0.9991	0.9941	0.0053	1.0	0.0	0.0018	0.0	0.999301	0.0	0.0	0.999301	0.0	0.0078	0.999101	0.96274	0.0	0.968211	0.519608	0.0	0.377043	0.458296	0.999401
synth_56_G3-G4	0.903782	0.0031	0.511499	0.997399	0.281644	0.755229	0.160271	0.999899	0.909648	0.0	0.9987	0.9993	0.9993	0.0009	0.045415	1.0	0.0003	0.9997	1.0	0.0005	0.0002	0.9992	0.9997	0.0	0.0	0.0006	0.1259	0.0	0.0005	0.0002	0.9995	0.0003	0.1259	0.0008	0.001	0.9998	0.9814	0.994	0.0007	0.0002	0.0	0.0009	0.9682	0.8684	0.0	0.958862	0.0002	0.0002	0.9991	0.306286	0.0	0.0009	0.0	0.319452	0.9991	0.9986	0.9991	0.0	0.0	0.0	1.0	0.9999	0.9688	0.0004	0.9999	0.8684	0.9991	0.8684	0.9999	0.983005	0.9997	0.0	0.0	0.0	0.9991	0.0	0.0003	0.095221	0.8684	0.8684	0.96826	0.9995	0.9991	0.0	1.0	0.0	0.008375	0.0001	0.9995	0.0001	0.0002	0.9995	0.0	0.0009	0.9999	0.9998	0.0	0.9991	0.0	0.0	0.9999	0.0	0.9999
synth_58_Group_3	1.0	0.0	0.8519	0.9999	0.04564	0.967974	0.618831	1.0	0.993627	0.0	0.974704	0.995708	0.996154	0.379226	0.531844	0.974398	0.0011	0.886314	0.996841	0.001989	0.001426	0.477089	0.466236	0.0	0.0023	0.000859	0.0334	0.0	0.000852	0.0	0.950796	0.001012	0.256543	0.027441	0.032371	0.998001	0.7892	0.8841	0.0002	0.002	0.0017	0.02963	0.381177	0.9793	0.0	0.42068	0.0	0.0	0.970148	0.078328	0.001	0.370843	0.0	0.028867	0.776185	0.959918	0.893996	0.013722	0.0	0.0	0.974708	0.640378	0.392659	0.000259	0.9842	0.9793	0.9713	0.943	0.9968	0.792544	0.999062	0.138913	0.0	0.0	0.892882	0.15585	0.00267	0.004536	0.979299	0.89525	0.365145	0.996099	0.993199	0.025316	0.999999	0.0	0.0014	0.0002	0.996498	0.0	0.0	0.996898	0.0	0.029795	0.996798	0.992758	0.0	0.611549	0.441596	0.0	0.648577	0.321964	0.997998
synth_164_Group_3	0.993201	0.001326	0.870701	0.982601	0.0001	0.396572	0.001646	0.986401	0.982399	0.0	0.952691	0.993086	0.992472	0.10947	0.77405	1.000001	0.003031	0.996226	0.993201	0.004705	0.002817	0.897247	0.982024	0.0	0.0016	0.003031	0.517501	0.0	0.002913	0.0	0.992077	0.003043	0.679262	0.137988	0.637897	0.998568	0.7446	0.925484	0.0008	0.003169	0.0	0.10766	0.266857	0.8183	0.0	0.270566	0.0	0.0	0.898026	0.068696	0.001662	0.109372	0.0	0.308162	0.868866	0.902326	0.892328	6.2e-05	0.472155	0.0	0.999899	0.751279	0.281021	0.001191	0.998199	0.8183	0.897736	0.8183	0.994997	0.791266	0.999599	0.214597	0.0	0.0	0.869323	0.011847	0.04903	0.181339	0.818301	0.818301	0.267216	0.993835	0.898076	0.0	1.000001	0.0056	0.197729	3.8e-05	0.99646	0.0	0.0	0.994899	0.0	0.10939	0.994699	0.995233	0.0	0.890648	0.015229	0.0	0.757313	0.002	0.998599
GSM2261731	0.868352	0.0	0.667699	0.989499	0.074612	0.999899	0.039561	0.999999	0.999999	0.0	0.9999	1.0	1.0	0.0001	0.0003	1.0	0.0	0.630516	1.0	0.0184	0.0	1.0	0.836527	0.0	0.0	0.0	0.3002	0.232948	0.0	0.536181	1.0	0.0	0.3002	0.000438	0.0004	1.0	0.767698	0.991465	0.0002	0.0	0.0	0.0001	0.999701	0.898701	0.0004	0.9997	0.480045	0.358813	0.9999	0.826774	0.0	0.0001	0.0	0.972446	0.9998	0.987351	0.9999	0.013389	0.220615	0.009804	1.000001	1.000001	0.999701	0.0	0.839261	0.898701	0.999901	0.900901	1.000001	0.838061	0.999701	0.0	0.0	0.0	0.999901	0.021298	0.236759	0.89654	0.898701	0.898701	0.999701	0.999501	1.000001	0.0	0.999505	0.178172	0.01	0.0	0.999901	0.350655	0.35439	0.999701	0.0	0.0001	1.000001	1.000001	0.0006	0.999901	0.0	0.0	1.000001	0.0	1.000001
GSM2261656	0.896834	0.007982	0.395901	0.5505	0.091612	0.965001	0.0013	0.962782	0.884465	0.0	0.968061	0.989433	0.989902	0.039914	0.135156	0.936768	0.0066	0.783842	0.994742	0.006824	0.006866	0.872524	0.994964	0.0	0.0039	0.004	0.3193	0.0	0.005413	0.0004	0.993574	0.005876	0.3193	0.008146	0.022736	0.62919	0.716201	0.823101	0.004677	0.0005	0.0	0.040543	0.841537	0.846901	0.0004	0.855267	0.0	0.0	0.960533	0.311385	0.009559	0.0374	0.0	0.029162	0.946764	0.961243	0.941068	0.039269	0.0	0.0	0.93523	0.997652	0.838328	0.004066	0.9988	0.8469	0.9617	0.8776	0.986559	0.7091	0.9954	0.0	0.0	0.0	0.942415	0.0016	0.0044	0.03883	0.8469	0.8469	0.792202	0.990376	0.980224	0.0595	0.9996	0.0	0.0	0.050267	0.9889	0.0	0.0	0.995665	0.006051	0.040803	0.987196	0.9873	0.0006	0.959039	0.0005	0.0	0.9975	0.003217	0.976649
synth_38_Group_3	0.903517	0.003782	0.3931	0.999999	0.040887	0.992485	0.095696	0.981511	0.973342	0.0	1.0	0.9999	1.0	0.0007	0.0303	0.9999	0.0	0.997321	0.9999	0.0001	0.0	0.9999	0.9999	0.0	0.0001	0.0001	0.2456	0.0	0.0	0.0	1.0	0.0	0.2456	0.0009	0.0011	0.9966	0.9213	0.9933	0.0	0.0	0.0	0.0008	0.97024	0.9701	0.0	0.969606	0.0	0.0	0.999301	0.800679	0.0001	0.0007	0.0	0.004623	0.999301	0.999301	0.999301	0.0	0.0	0.0	0.9999	1.0	0.9703	0.0001	0.9999	0.9729	0.9993	0.973	0.9999	0.9124	0.9989	0.0	0.0	0.0	0.984401	0.049843	0.0002	0.414411	0.970101	0.970101	0.969901	1.000001	0.999301	0.0001	1.000001	0.0	0.00283	0.146682	0.9997	0.0	0.0	0.9994	0.0	0.0008	0.9999	0.994251	0.0	0.9993	0.0	0.0	1.0	0.0	1.0
synth_150_Group_3	0.9961	0.0006	0.7098	0.795914	0.0012	0.9997	0.02277	0.9998	0.9998	0.0001	0.9955	0.9997	0.9996	0.006025	0.067053	0.9992	0.0002	0.96295	1.0	0.0	0.0002	0.9999	0.9999	0.0	0.0001	0.0002	0.7635	0.025063	0.0002	0.038184	0.9998	0.0002	0.7635	0.0027	0.0039	1.0	0.9435	0.9801	0.0017	0.0001	0.0	0.0039	0.949401	0.9253	0.0	0.950468	0.029734	0.030287	0.994098	0.30253	0.0007	0.005812	0.0	0.830478	0.995098	0.519841	0.974437	0.0	0.0263	0.0	1.0	1.0	0.961674	0.0002	0.9999	0.9253	0.9942	0.9253	0.9999	0.980714	0.996688	0.0	0.0	0.0159	0.691338	0.0001	0.068484	0.894818	0.9253	0.9253	0.944021	0.9997	0.9982	0.0	1.0	0.0	0.0005	0.0001	0.9999	0.028293	0.028285	0.9999	0.0	0.0038	0.9999	0.704536	0.0	0.9937	0.0	0.0	1.0	0.0	1.0
synth_151_G3-G4	0.927876	0.003215	0.0578	0.659718	0.003646	0.9834	0.000725	0.9839	0.9816	0.0	0.9998	0.9998	0.9999	0.0058	0.060736	0.9999	0.0	0.9988	0.9999	0.0001	0.0	0.971536	0.652173	0.0	0.0001	0.0	0.0867	0.0	0.0	0.0	1.0	0.0	0.08015	0.044926	0.0495	0.93852	0.5315	0.849394	0.0	0.0	0.0	0.003243	0.9574	0.9275	0.0	0.960551	0.0	0.0	0.9977	0.86275	0.0001	0.0055	0.0	0.890319	0.9982	0.9983	0.9978	0.0	0.0	0.0	0.9999	0.9998	0.9581	0.0	0.9999	0.953242	0.9977	0.873887	0.9998	0.820792	0.9769	0.0	0.0	0.0	0.9975	0.004985	0.0001	0.887537	0.952386	0.9274	0.90271	0.9999	0.9977	0.0001	1.0	0.0	0.023667	0.0	0.9998	0.0	0.0031	0.976456	0.0	0.0031	0.9998	0.864807	0.0	0.9938	0.013051	0.0	0.9998	0.0001	0.9998
GSM2261682	0.9431	0.0008	0.872599	0.9067	0.0008	0.780731	0.176985	0.842691	0.997599	0.01929	0.818791	0.997295	0.997217	0.022486	0.0186	0.9982	0.0	0.818075	0.968209	0.202271	0.0	0.9974	0.9972	0.0	0.0001	0.001996	0.3762	0.174159	0.0	0.266931	0.680408	0.0	0.3761	0.667591	0.683428	0.984617	0.679359	0.928201	0.004124	0.0	0.0	0.061906	0.987401	0.592701	0.003	0.9807	0.202953	0.174352	0.9876	0.014646	0.0001	0.020924	0.0	0.725769	0.9875	0.988144	0.982	0.162181	0.115483	0.201164	0.998377	0.967799	0.9874	0.0018	1.0	0.5927	0.9874	0.657005	1.0	0.963752	0.274842	0.0	0.0	0.0	0.982101	0.0003	0.212674	0.393779	0.5927	0.5927	0.987401	0.996812	0.999001	0.0015	0.998001	0.053691	0.643981	0.0003	0.899968	0.172136	0.176704	0.355603	0.006506	0.062099	0.999899	0.999899	0.002767	0.975662	0.0004	0.0	0.968799	0.0	0.999099
synth_41_Group_3	0.978023	0.001916	0.6094	0.789506	0.023168	0.985	0.021584	0.9858	0.982194	0.0001	0.9983	0.9983	0.998	0.0039	0.182865	0.9996	0.0	0.9991	0.999	0.0006	0.0	0.9985	0.984052	0.0	0.001	0.0006	0.029	0.0	0.0008	0.0	0.9998	0.0001	0.029	0.0012	0.0028	0.615216	0.8357	0.89833	0.000864	0.0004	0.0001	0.0039	0.9498	0.9301	0.0	0.9504	0.0	0.0	0.9961	0.927713	0.0	0.0039	0.0	0.331412	0.9961	0.9961	0.9941	0.0001	0.0	0.0	0.9992	0.9989	0.9504	0.0006	0.9993	0.9301	0.9961	0.9301	0.9986	0.884532	0.9991	0.0	0.0	0.0	0.9941	0.0005	0.021249	0.26628	0.9301	0.9301	0.9483	0.9983	0.9961	0.0004	1.0	0.0	0.10897	0.0003	0.9986	0.0	0.0	0.9988	0.0	0.0039	0.9985	0.998981	0.0	0.9961	0.0002	0.0	0.999	0.0011	0.9985
synth_64_Group_4	0.991017	0.0	0.1552	0.9528	0.0	0.944114	0.072701	0.9995	0.9995	0.0	1.0	1.0	1.0	0.0002	0.0001	1.0	0.0	0.921794	1.0	0.0	0.0	1.0	0.957532	0.0001	0.0	0.0	0.233801	0.03393	0.0	0.512589	1.000001	0.0	0.233801	0.0	0.0	1.000001	0.7111	0.9465	0.0071	0.0	0.0	0.0	0.9999	0.9841	0.0	0.999901	0.230201	0.072753	1.000001	0.994558	0.0002	0.0002	0.0001	0.666532	1.000001	1.000001	0.999901	0.0	0.031636	0.0	1.0	1.0	0.9998	0.0	0.999033	0.9842	0.9999	0.9843	1.0	0.944576	1.0	0.0	0.0001	0.0002	0.9999	0.001056	0.040189	0.849229	0.9841	0.9841	0.9996	1.0	1.0	0.0	1.0	0.301761	0.0	0.0	1.0	0.068791	0.082606	1.0	0.0	0.0	1.0	0.9988	0.0	0.9997	0.0	0.0001	1.0	0.0	1.0
GSM2261831	0.936188	0.001498	0.7124	0.860905	0.001	0.9946	0.0	0.9944	0.9889	0.127412	0.61593	0.995332	0.994956	0.502566	0.0019	0.997099	0.0	0.329269	0.993089	0.013164	0.0	0.988658	0.941364	0.0	3.4e-05	0.001867	0.0032	0.0032	0.0	0.802818	0.999998	0.0	0.0032	0.319034	0.52205	0.628289	0.782247	0.962251	0.002071	0.0	0.0	0.089103	0.9965	0.9611	0.154522	0.998002	0.517558	0.504514	0.528649	0.27385	0.0065	0.496408	0.0	0.548197	0.529315	0.463954	0.528345	0.12901	0.589698	0.0032	0.999499	0.999999	0.996499	0.001859	0.998901	0.961699	0.533165	0.961799	0.966606	0.904362	0.14961	0.218772	0.0	0.0	0.700605	0.0002	0.147603	0.428299	0.9616	0.9611	0.9965	0.840737	1.0	0.0006	0.833379	0.0002	0.474015	0.000697	0.97117	0.497628	0.511239	0.520652	0.0007	0.092732	0.985087	0.993584	0.159104	0.491402	0.0102	0.0001	1.0	0.0	0.959579
GSM2262124	0.9934	0.0003	0.446401	0.9618	0.087827	0.894665	0.175414	0.985378	0.9963	0.0	0.998475	1.000002	0.999802	0.0969	0.078515	0.992352	0.0	0.632057	1.000002	0.0	0.0	0.714115	0.9998	0.005	0.0	0.0	0.9239	0.127117	0.0	0.307995	1.0	0.0	0.9239	0.086806	0.082797	0.9999	0.77115	0.9293	0.0004	0.0	0.0	0.0002	0.959171	0.995	0.0002	0.914769	0.29156	0.272124	0.998098	0.841541	0.083198	0.088427	0.080963	0.570183	0.997953	0.998343	0.997198	0.0002	0.128914	0.0	0.992027	0.997799	0.798763	0.0001	0.999999	0.909872	0.912228	0.906979	0.999999	0.829875	0.999899	0.0	0.077104	0.005	0.997701	0.0002	0.128022	0.684091	0.995001	0.995001	0.80689	0.999801	0.999801	0.007287	0.873279	0.0	0.0034	0.0001	0.9999	0.258775	0.270155	0.9999	0.0	0.0002	1.0	1.0	0.0002	0.897918	0.0002	0.0032	0.998	0.0021	0.9999
GSM2262216	0.9611	0.0001	0.374	0.9791	0.0006	0.981767	0.018377	0.992	0.9999	0.0001	0.999098	0.999798	0.999498	0.085664	0.001944	0.970168	0.0002	0.252533	0.945334	0.429293	0.000166	0.812204	0.775769	0.036323	0.185645	0.0003	0.856995	0.712383	0.0002	0.723692	0.781104	0.0002	0.856401	0.021943	0.012	0.999489	0.418624	0.828238	0.0001	0.0	0.0067	0.014908	0.993901	0.810701	0.0	0.995543	0.729047	0.737911	0.999063	0.94786	0.034762	0.082141	0.045756	0.885695	0.998898	0.998898	0.948764	0.021752	0.20412	0.503229	0.97104	0.992514	0.930206	0.0002	0.867811	0.771987	0.949943	0.819398	0.9999	0.966799	0.9999	0.0	0.043778	0.060153	0.949993	0.029837	0.475923	0.748464	0.810698	0.811398	0.948774	0.999799	0.999199	0.029	0.951917	0.053215	0.0001	0.0002	0.9999	0.729654	0.727678	0.9998	0.0	0.0148	1.0	1.0	0.0	0.911216	0.0002	0.031537	1.0	0.0	0.9994
synth_131_G3-G4	0.918106	0.0001	0.7644	0.917839	0.0004	0.9948	0.375331	0.995643	0.9948	0.0	1.0	1.0	1.0	0.028395	0.16668	0.9997	0.0	0.9973	1.0	0.0	0.0	1.0	0.9692	0.0	0.0	0.0	0.268101	0.0019	0.0	0.002299	1.000002	0.0	0.217974	0.095516	0.106425	0.914727	0.9241	0.9533	0.0	0.0	0.0	0.0003	0.997	0.8611	0.0	0.997101	0.001952	0.00216	0.999701	0.976374	0.0003	0.0259	0.0004	0.977766	0.999801	0.938508	0.999301	0.0	0.0029	0.0	1.0	0.9944	0.9967	0.0	1.0	0.8933	0.9993	0.8926	1.0	0.9961	0.878841	0.0	0.0004	0.174926	0.968123	0.0009	0.0075	0.860033	0.890597	0.859201	0.996501	1.000001	0.999701	0.0	1.000001	0.0	0.152322	0.0	0.999998	0.0019	0.0024	0.862758	0.0	0.0004	0.999998	0.555602	0.0	0.969399	0.0	0.0	0.994795	0.0	0.999998
synth_177_Group_4	0.983104	0.0	0.0559	0.9977	0.008235	0.9998	0.0022	0.9999	0.9998	0.0001	0.9981	0.99966	0.999741	0.001501	0.038701	1.000001	0.0	0.995701	0.999901	0.000495	0.0001	0.781691	0.9997	0.0001	0.0001	0.0003	0.2564	0.0005	0.0	0.029998	0.998	0.0	0.2564	0.024604	0.022741	0.9993	0.663814	0.962799	0.000563	0.0001	0.0	0.024398	0.961199	0.985899	0.0001	0.9611	0.012502	0.0005	0.9991	0.72803	0.0005	0.0013	0.00018	0.089189	0.9991	0.9997	0.999012	0.0001	0.0004	0.0001	1.0	0.9997	0.9611	0.0002	0.9999	0.9856	0.9987	0.9856	0.9997	0.673787	0.9997	0.0	0.0001	0.0001	0.9985	0.0003	0.0011	0.167557	0.9859	0.9859	0.9606	0.99968	0.9994	0.0	0.9999	0.0	0.0	0.019835	0.9997	0.0005	0.0005	0.9997	0.0	0.023885	0.9997	0.9999	0.0001	0.998397	0.0003	0.0001	0.9997	0.0003	0.9997
synth_195_Group_4	0.865752	0.068663	0.8829	0.565613	0.369285	0.869072	0.226279	0.881639	0.954281	0.0	0.988442	0.998498	0.998498	0.074286	0.077212	0.977835	0.0001	0.714872	0.999998	0.0004	0.0	0.983733	0.975859	0.0	0.013514	0.0006	0.8961	0.070256	0.0	0.341883	0.9999	0.0	0.8959	0.0123	0.012612	0.9978	0.8546	0.988279	0.004	0.0002	0.0	0.0257	0.9981	0.9663	0.002874	0.916689	0.243648	0.082059	0.987027	0.766067	0.059446	0.065616	0.058809	0.356396	0.986119	0.999401	0.985681	0.006181	0.069587	0.0004	0.978627	0.999999	0.944862	0.000947	0.981748	0.916439	0.926699	0.917935	0.998999	0.872999	0.999752	0.0	0.056343	0.003	0.980003	0.024661	0.074368	0.898628	0.966299	0.966299	0.937546	0.996899	0.999999	0.020203	0.994699	0.0016	0.0029	0.0003	0.998703	0.077826	0.078451	0.99865	0.0002	0.027537	0.999401	0.999901	0.002598	0.923672	0.0	0.0	1.000001	0.0	0.998
synth_0_G3-G4	0.963214	0.0001	0.3955	0.625221	0.374011	0.996501	0.010489	0.998101	0.998101	0.0	0.9992	1.0	1.0	0.113648	0.124141	0.9999	0.0	0.891653	1.0	0.107717	0.0	1.0	0.9947	0.130961	0.0	0.0	0.723801	0.170584	0.0	0.0707	1.0	0.0	0.721952	0.291085	0.03914	1.0	0.704912	0.915997	0.0	0.0	0.239956	0.027047	0.997832	0.6987	0.0	0.989653	0.075796	0.110538	0.99175	0.045091	0.091914	0.104865	0.132669	0.240061	0.994765	0.992621	0.991238	0.021218	0.193833	0.080852	0.9999	0.752798	0.885521	0.0	1.0	0.606057	0.884474	0.612653	1.0	0.912403	0.9999	0.002043	0.13017	0.118284	0.984598	9.7e-05	0.325682	0.197998	0.698601	0.698701	0.913096	1.000001	0.969101	0.0001	1.000001	0.0	0.0	0.0	1.000001	0.110609	0.106588	1.000001	0.021322	0.029667	1.000001	1.000001	0.0	0.886206	0.0	0.188886	0.999138	0.0	1.000001
synth_128_G3-G4	0.86577	0.071336	0.2674	0.572837	0.472661	0.998101	0.000625	0.996001	0.802773	0.0	0.9967	0.9993	0.9996	0.10076	0.083063	0.996631	0.0001	0.9833	1.0	0.0001	0.0001	0.9995	0.986644	0.0	0.0001	0.0003	0.3315	0.0063	0.0002	0.00714	0.9998	0.0002	0.304239	0.057611	0.060475	0.9796	0.8325	0.9368	0.0077	0.0001	0.0	0.0079	0.973227	0.9281	0.0	0.9753	0.0065	0.006737	0.991185	0.849444	0.005312	0.096147	0.0035	0.951673	0.994933	0.702407	0.986325	0.0	0.007	0.0	0.9999	0.9999	0.9719	0.0	0.9999	0.951042	0.987534	0.9494	0.9998	0.970852	0.941809	0.0	0.0027	0.039199	0.808181	0.0008	0.0079	0.897669	0.954701	0.928101	0.968747	0.999401	0.997801	0.0001	1.000001	0.0	0.062281	0.0	0.999801	0.0063	0.009071	0.939666	0.0003	0.0076	0.999901	0.647875	0.0	0.892477	0.0003	0.0	0.999901	0.0001	0.999901
GSM2261919	0.9994	0.0	0.735	0.765836	0.0	0.851151	0.019577	0.9999	0.9999	0.0	0.9966	0.999	0.9991	0.0064	0.235892	1.0	0.0002	0.90196	0.9995	0.148323	0.0001	1.0	1.0	0.0	0.0	0.0001	0.677	0.098887	0.0003	0.099214	0.9994	0.0003	0.6773	0.0147	0.016235	1.0	0.596474	0.789901	0.0001	0.0004	0.0	0.0064	0.764344	0.963101	0.0	0.83886	0.098504	0.103257	0.993999	0.095773	0.0001	0.006263	0.0	0.002449	0.993899	0.993899	0.993999	0.0	0.0	0.098426	1.0	0.9999	0.823812	0.0001	1.0	0.9631	0.994	0.9623	0.9995	0.703908	0.9966	0.0	0.0	0.0	0.993499	0.06976	0.224864	0.0001	0.962799	0.963099	0.757303	0.999248	0.994099	0.0	0.999999	0.0001	0.321115	0.0001	0.996201	0.099009	0.128664	0.996301	0.0	0.006306	0.999501	0.999501	0.0	0.993601	0.0	0.0	0.999901	0.0	1.000001
GSM2261981	0.904201	0.0	0.920001	0.70062	0.146959	0.999401	0.047101	0.999133	0.998424	0.0	0.999499	0.999799	0.999799	0.307616	0.458395	0.999999	0.0	0.999599	0.999899	0.0002	0.0	0.669996	0.512293	0.0	0.0002	0.0	0.0253	0.0	0.0	0.0	0.9996	0.0	0.0258	0.001	0.0017	0.9999	0.8332	0.89	0.0	0.0	0.0	0.0011	0.783962	0.9896	0.0	0.780273	0.0	0.0	0.9991	0.207232	0.0	0.299683	0.0	0.548314	0.999	0.9989	0.988472	0.0	0.0	0.0	1.0	0.501895	0.781827	0.0	0.9998	0.9896	0.9991	0.9896	0.9998	0.960338	0.9999	0.0	0.0	0.0	0.988948	0.0011	0.0003	0.794956	0.9896	0.9896	0.783968	0.9998	0.9991	0.0	1.0	6e-05	0.0002	0.0	0.999801	0.0	0.0	0.999801	0.0	0.0011	0.999901	0.999901	0.0	0.685148	0.321828	0.0	0.507965	0.440801	0.999801
synth_68_Group_3	0.989093	0.001729	0.0241	0.863773	0.003	0.534229	0.001059	0.9894	0.963362	0.0	0.995399	0.999999	0.999999	0.0355	0.432609	0.998299	0.0	0.985083	0.999999	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.6214	0.0	0.0	0.0	0.895944	0.0	0.6214	0.266566	0.266432	0.999999	0.9964	0.9996	0.0	0.0	0.0	0.005	0.64278	0.9834	0.0	0.574488	0.0	0.0	0.994899	0.053728	0.0001	0.033801	0.0	0.008067	0.994199	0.993061	0.995099	0.0	0.0	0.0	0.9982	1.0	0.651774	0.0	1.0	0.9834	0.9952	0.977367	1.0	0.9964	0.838228	0.0	0.0	0.0	0.994699	0.06148	0.0012	0.034452	0.983399	0.983399	0.627542	0.999999	0.995099	0.0016	0.999999	0.0	0.686779	0.05887	0.9912	0.0	0.0	0.740852	0.0	0.0051	1.0	1.0	0.0	0.9624	0.0	0.0	1.0	0.0	1.0
GSM2261586	0.999699	0.0001	0.808099	0.998599	0.0001	0.764223	0.001464	0.999999	0.999999	0.03158	0.999201	0.999901	0.999801	0.042498	0.064225	0.999801	0.0001	0.909461	0.924119	0.062756	0.0001	0.999901	0.712896	0.12308	0.0	0.0001	0.927	0.11524	0.0001	0.08928	0.9999	0.0001	0.9269	0.642388	0.85832	0.9998	0.765069	0.907862	0.0001	0.0	0.23514	0.043603	0.9979	0.9738	0.0002	0.909999	0.131558	0.084798	0.998666	0.488965	0.015731	0.0352	0.074414	0.083972	0.999602	0.998033	0.999802	0.0001	0.03963	0.055918	0.999702	0.660432	0.925943	0.0	1.000002	0.902134	0.934807	0.842934	0.999802	0.93072	1.000002	0.0	0.073063	0.253705	0.973341	0.028482	0.112819	0.004809	0.9733	0.771198	0.935234	0.9997	0.974259	0.0003	0.9999	0.697273	0.0	0.0	0.9999	0.082878	0.080747	1.0	0.0003	0.0452	0.9999	1.0	0.0002	0.957898	0.0	0.131167	0.870481	0.0	0.9998
synth_14_Group_3	0.963659	0.005056	0.1773	0.8145	0.0093	0.532583	0.0	0.9773	0.944392	0.0	0.9998	0.9998	0.9999	0.0022	0.1257	1.0	0.0001	0.9967	1.0	0.000191	0.0	0.9877	0.9994	0.0	2.1e-05	0.0002	0.5702	0.0	0.0001	0.0	0.9998	0.0001	0.5702	0.0027	0.002532	1.0	0.6676	0.949	0.0018	0.0	0.0	0.0022	0.8737	0.9771	0.0	0.8737	0.0	0.0	0.9978	0.651011	0.0002	0.0022	0.0	0.071019	0.9978	0.97899	0.9978	0.0	0.0	0.0	0.999999	0.999999	0.873699	0.0001	0.999499	0.977099	0.997799	0.977099	0.999899	0.671503	0.980637	0.0	0.0	0.0	0.997799	0.0016	0.059543	0.100559	0.977099	0.977099	0.873699	0.999899	0.997799	0.0	0.999999	0.0	0.0015	0.0284	0.9996	0.0	0.0	0.9986	0.0	0.0022	1.0	0.956315	0.0	0.9978	0.0001	0.0	0.9999	0.0001	1.0
GSM2261955	0.93154	0.0026	0.3819	0.9934	0.408392	0.9993	0.0	0.9993	0.9993	0.0	1.0	1.0	1.0	0.0202	0.0004	0.9993	0.0	0.944156	1.0	0.072291	0.0	0.9999	0.9611	0.0	0.0	0.0	0.0179	0.052224	0.0	0.058	1.0	0.0	0.0154	0.0	0.0	1.0	0.741587	0.893991	0.0	0.0	0.0	0.0	0.9995	0.9483	0.0	0.999498	0.054946	0.053655	0.999998	0.189426	0.0	0.018567	0.0	0.949581	0.999998	0.940368	0.999698	0.080853	0.028872	0.053685	1.0	1.0	0.9995	0.0	1.0	0.9483	1.0	0.9522	1.0	0.900325	1.0	0.0	0.0	0.0	0.9997	0.0001	0.07377	0.736393	0.9483	0.9483	0.9995	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.000001	0.051427	0.089549	1.000001	0.034282	0.0	1.000001	0.765779	0.0	0.978793	0.0	0.0	1.000001	0.0	1.000001
